,id,WalkScore,description
1825,13621,0,Car-Dependent
1826,13622,46,Car-Dependent
1827,13624,66,Somewhat Walkable
1828,13625,6,Car-Dependent
1829,13626,47,Car-Dependent
1830,13627,41,Car-Dependent
1831,13628,22,Car-Dependent
1832,13629,79,Very Walkable
1833,13633,44,Car-Dependent
1834,13634,87,Very Walkable
1835,13636,87,Very Walkable
1836,13637,15,Car-Dependent
1837,13639,28,Car-Dependent
1838,13640,0,Car-Dependent
1839,13641,44,Car-Dependent
1840,13642,80,Very Walkable
1841,13643,3,Car-Dependent
1842,13644,2,Car-Dependent
1843,13645,5,Car-Dependent
1844,13646,80,Very Walkable
1845,13647,64,Somewhat Walkable
1846,13648,27,Car-Dependent
1847,13649,67,Somewhat Walkable
1848,13650,81,Very Walkable
1849,13651,77,Very Walkable
1850,13653,58,Somewhat Walkable
1851,13654,58,Somewhat Walkable
1852,13655,17,Car-Dependent
